model-1664226906,1664226929.991,0.65,0.2236,0.62,0.2384
model-1664226906,1664226930.01,0.61,0.2222,0.59,0.2247
model-1664226906,1664226930.026,0.54,0.2504,0.66,0.2176
model-1664226906,1664226930.044,0.55,0.2465,0.62,0.2156
model-1664226906,1664226930.062,0.57,0.2376,0.62,0.2318
model-1664226906,1664226930.079,0.61,0.2268,0.53,0.2447
model-1664226906,1664226930.095,0.65,0.2178,0.5,0.2695
model-1664226906,1664226930.112,0.66,0.2156,0.69,0.2113
model-1664226906,1664226930.128,0.67,0.2238,0.53,0.2543
model-1664226906,1664226930.144,0.6,0.2242,0.59,0.2262
model-1664226906,1664226930.16,0.61,0.2341,0.69,0.2388
model-1664226906,1664226930.176,0.55,0.2426,0.66,0.2343
model-1664226906,1664226930.192,0.67,0.2098,0.59,0.2394
model-1664226906,1664226930.208,0.62,0.2214,0.59,0.2131
model-1664226906,1664226930.225,0.66,0.2172,0.66,0.1956
model-1664226906,1664226930.242,0.63,0.226,0.69,0.2186
model-1664226906,1664226930.258,0.53,0.2645,0.5,0.259
model-1664226906,1664226930.273,0.69,0.2197,0.59,0.2304
model-1664226906,1664226930.289,0.55,0.2231,0.59,0.2559
model-1664226906,1664226930.305,0.64,0.2285,0.72,0.1936
model-1664226906,1664226930.322,0.61,0.2256,0.5,0.259
model-1664226906,1664226930.34,0.64,0.2233,0.56,0.2556
model-1664226906,1664226930.357,0.64,0.2126,0.62,0.2246
model-1664226906,1664226930.375,0.64,0.2189,0.75,0.2123
model-1664226906,1664226930.391,0.67,0.2261,0.69,0.1862
model-1664226906,1664226930.409,0.6,0.2329,0.72,0.2095
model-1664226906,1664226930.426,0.67,0.2185,0.62,0.2172
model-1664226906,1664226930.443,0.65,0.2258,0.72,0.1965
model-1664226906,1664226930.461,0.7,0.2127,0.62,0.2376
model-1664226906,1664226930.479,0.62,0.2345,0.66,0.1833
model-1664226906,1664226930.496,0.65,0.2185,0.5,0.2351
model-1664226906,1664226930.513,0.65,0.2339,0.66,0.2455
model-1664226906,1664226930.53,0.65,0.2249,0.47,0.2451
model-1664226906,1664226930.548,0.53,0.2711,0.69,0.2239
model-1664226906,1664226930.566,0.65,0.2259,0.75,0.1774
model-1664226906,1664226930.583,0.59,0.2411,0.75,0.1733
model-1664226906,1664226930.6,0.69,0.2117,0.72,0.2185
model-1664226906,1664226930.618,0.7,0.199,0.69,0.2108
model-1664226906,1664226930.635,0.69,0.2142,0.62,0.2242
model-1664226906,1664226930.653,0.58,0.2445,0.62,0.2127
model-1664226906,1664226930.671,0.61,0.2389,0.62,0.2099
model-1664226906,1664226930.688,0.55,0.2529,0.62,0.2328
model-1664226906,1664226930.705,0.63,0.22,0.81,0.1794
model-1664226906,1664226930.722,0.6,0.2339,0.69,0.1914
model-1664226906,1664226930.739,0.63,0.217,0.69,0.2171
model-1664226906,1664226930.756,0.64,0.221,0.62,0.2368
model-1664226906,1664226930.774,0.63,0.2202,0.72,0.1883
model-1664226906,1664226930.791,0.64,0.2274,0.66,0.2268
model-1664226906,1664226930.808,0.71,0.2225,0.56,0.2503
model-1664226906,1664226930.826,0.58,0.2392,0.62,0.2273
model-1664226906,1664226930.843,0.62,0.2249,0.44,0.2465
model-1664226906,1664226930.86,0.65,0.216,0.56,0.2347
model-1664226906,1664226930.878,0.57,0.2344,0.59,0.2481
model-1664226906,1664226930.896,0.49,0.2461,0.66,0.2355
model-1664226906,1664226930.914,0.67,0.2227,0.47,0.2717
model-1664226906,1664226930.931,0.65,0.213,0.56,0.233
model-1664226906,1664226930.948,0.7,0.2157,0.69,0.2029
model-1664226906,1664226930.966,0.61,0.2297,0.75,0.1951
model-1664226906,1664226930.983,0.73,0.2168,0.56,0.2399
model-1664226906,1664226931.001,0.63,0.216,0.59,0.2337
model-1664226906,1664226931.018,0.65,0.2088,0.53,0.2568
model-1664226906,1664226931.035,0.7,0.2019,0.53,0.2374
model-1664226906,1664226931.053,0.67,0.2022,0.62,0.2253
model-1664226906,1664226931.07,0.68,0.2331,0.75,0.2201
model-1664226906,1664226931.088,0.65,0.2153,0.66,0.195
model-1664226906,1664226931.105,0.62,0.2331,0.62,0.2115
model-1664226906,1664226931.121,0.56,0.2689,0.69,0.2103
model-1664226906,1664226931.137,0.64,0.232,0.72,0.1946
model-1664226906,1664226931.153,0.61,0.2238,0.66,0.2133
model-1664226906,1664226931.169,0.64,0.2202,0.66,0.199
model-1664226906,1664226931.185,0.59,0.2399,0.59,0.2164
model-1664226906,1664226931.203,0.67,0.2151,0.59,0.2301
model-1664226906,1664226931.219,0.6,0.2386,0.5,0.239
model-1664226906,1664226931.234,0.73,0.1962,0.75,0.2123
model-1664226906,1664226931.25,0.65,0.2182,0.62,0.2477
model-1664226906,1664226931.266,0.59,0.227,0.69,0.2001
model-1664226906,1664226931.282,0.63,0.2251,0.62,0.2114
model-1664226906,1664226931.298,0.65,0.2205,0.69,0.2056
model-1664226906,1664226931.315,0.63,0.2213,0.69,0.2321
model-1664226906,1664226931.332,0.7,0.2056,0.56,0.2319
model-1664226906,1664226931.347,0.61,0.235,0.5,0.2351
model-1664226906,1664226931.364,0.55,0.2346,0.59,0.2396
model-1664226906,1664226931.38,0.67,0.2073,0.66,0.2367
model-1664226906,1664226931.395,0.7,0.2044,0.56,0.2232
model-1664226906,1664226931.411,0.63,0.216,0.56,0.2426
model-1664226906,1664226931.428,0.69,0.208,0.72,0.1932
model-1664226906,1664226931.444,0.62,0.2209,0.75,0.1818
model-1664226906,1664226931.46,0.62,0.2379,0.62,0.2034
model-1664226906,1664226931.476,0.59,0.2324,0.62,0.245
model-1664226906,1664226931.492,0.62,0.244,0.56,0.2441
model-1664226906,1664226931.507,0.62,0.2088,0.66,0.2226
model-1664226906,1664226931.523,0.63,0.2313,0.56,0.2503
model-1664226906,1664226931.541,0.7,0.1972,0.59,0.2133
model-1664226906,1664226931.557,0.68,0.2189,0.69,0.1999
model-1664226906,1664226931.573,0.6,0.2263,0.69,0.2161
model-1664226906,1664226931.588,0.62,0.2268,0.53,0.2663
model-1664226906,1664226931.604,0.6,0.2233,0.69,0.2012
model-1664226906,1664226931.62,0.58,0.237,0.75,0.2175
model-1664226906,1664226931.636,0.57,0.2302,0.62,0.2109
model-1664226906,1664226931.654,0.63,0.2227,0.62,0.2187
model-1664226906,1664226931.67,0.58,0.2358,0.47,0.2413
model-1664226906,1664226931.686,0.75,0.2092,0.78,0.2103
model-1664226906,1664226931.702,0.62,0.2337,0.59,0.2159
model-1664226906,1664226931.718,0.56,0.2448,0.66,0.212
model-1664226906,1664226931.734,0.6,0.215,0.53,0.2509
model-1664226906,1664226931.75,0.66,0.2254,0.62,0.2225
model-1664226906,1664226931.767,0.59,0.2393,0.72,0.2242
model-1664226906,1664226931.783,0.65,0.2115,0.62,0.2479
model-1664226906,1664226931.799,0.64,0.2205,0.53,0.2468
model-1664226906,1664226931.815,0.57,0.2328,0.56,0.2314
model-1664226906,1664226931.831,0.6,0.2515,0.5,0.2667
model-1664226906,1664226931.847,0.64,0.2173,0.75,0.1914
model-1664226906,1664226931.863,0.69,0.2107,0.81,0.167
model-1664226906,1664226931.881,0.52,0.243,0.72,0.2076
model-1664226906,1664226931.897,0.63,0.223,0.59,0.2213
model-1664226906,1664226931.913,0.63,0.2229,0.59,0.2434
model-1664226906,1664226931.929,0.61,0.2244,0.69,0.2031
model-1664226906,1664226931.945,0.62,0.2218,0.56,0.2569
model-1664226906,1664226931.962,0.6,0.2227,0.66,0.2331
model-1664226906,1664226931.978,0.66,0.2207,0.66,0.215
model-1664226906,1664226931.995,0.65,0.2325,0.59,0.2295
model-1664226906,1664226932.011,0.67,0.2192,0.66,0.2121
model-1664226906,1664226932.027,0.61,0.229,0.62,0.2316
model-1664226906,1664226932.043,0.62,0.2205,0.69,0.2033
model-1664226906,1664226932.059,0.55,0.2437,0.75,0.1949
model-1664226906,1664226932.075,0.68,0.2165,0.72,0.215
model-1664226906,1664226932.091,0.62,0.2355,0.59,0.2371
model-1664226906,1664226932.109,0.59,0.2346,0.56,0.2279
model-1664226906,1664226932.125,0.7,0.2088,0.53,0.2901
model-1664226906,1664226932.14,0.65,0.21,0.62,0.2686
model-1664226906,1664226932.156,0.63,0.229,0.75,0.2012
model-1664226906,1664226932.172,0.7,0.2117,0.75,0.1942
model-1664226906,1664226932.188,0.62,0.2245,0.53,0.2529
model-1664226906,1664226932.204,0.67,0.2121,0.62,0.2235
model-1664226906,1664226932.221,0.56,0.2476,0.78,0.1995
model-1664226906,1664226932.237,0.62,0.24,0.69,0.2105
model-1664226906,1664226932.253,0.62,0.214,0.56,0.2329
model-1664226906,1664226932.269,0.63,0.2272,0.78,0.1748
model-1664226906,1664226932.285,0.59,0.2472,0.59,0.2316
model-1664226906,1664226932.301,0.68,0.2099,0.75,0.1799
model-1664226906,1664226932.317,0.66,0.2166,0.69,0.2012
model-1664226906,1664226932.334,0.68,0.2089,0.62,0.2422
model-1664226906,1664226932.351,0.48,0.2433,0.72,0.1848
model-1664226906,1664226932.367,0.67,0.2111,0.62,0.2161
model-1664226906,1664226932.383,0.65,0.2157,0.66,0.1976
model-1664226906,1664226932.399,0.6,0.2369,0.66,0.2039
model-1664226906,1664226932.415,0.55,0.2473,0.72,0.1915
model-1664226906,1664226932.431,0.68,0.2019,0.5,0.2239
model-1664226906,1664226932.447,0.65,0.2221,0.75,0.1851
model-1664226906,1664226932.464,0.55,0.2243,0.78,0.1758
model-1664226906,1664226932.48,0.61,0.2338,0.59,0.2223
model-1664226906,1664226932.496,0.63,0.2277,0.59,0.2271
model-1664226906,1664226932.512,0.72,0.2001,0.53,0.248
model-1664226906,1664226932.528,0.63,0.2214,0.72,0.1891
model-1664226906,1664226932.543,0.62,0.2169,0.72,0.1952
model-1664226906,1664226932.561,0.64,0.222,0.69,0.2078
model-1664226906,1664226932.577,0.71,0.1979,0.72,0.203
model-1664226906,1664226932.593,0.66,0.2204,0.69,0.2208
model-1664226906,1664226932.609,0.59,0.2287,0.72,0.1961
model-1664226906,1664226932.624,0.6,0.2214,0.75,0.179
model-1664226906,1664226932.64,0.68,0.2225,0.75,0.1781
model-1664226906,1664226932.656,0.64,0.213,0.69,0.2056
model-1664226906,1664226932.674,0.64,0.2141,0.72,0.2057
model-1664226906,1664226932.689,0.63,0.2312,0.56,0.2588
model-1664226906,1664226932.705,0.57,0.2443,0.69,0.2036
model-1664226906,1664226932.721,0.59,0.23,0.75,0.1961
model-1664226906,1664226932.736,0.68,0.2219,0.62,0.2247
model-1664226906,1664226932.752,0.61,0.2178,0.69,0.2236
model-1664226906,1664226932.768,0.63,0.2273,0.56,0.2352
model-1664226906,1664226932.786,0.6,0.2598,0.56,0.2487
model-1664226906,1664226932.801,0.71,0.2069,0.66,0.2104
model-1664226906,1664226932.817,0.63,0.2258,0.62,0.2364
model-1664226906,1664226932.833,0.64,0.2153,0.56,0.2436
model-1664226906,1664226932.848,0.66,0.2327,0.72,0.2061
model-1664226906,1664226932.864,0.71,0.2138,0.56,0.2326
model-1664226906,1664226932.881,0.68,0.2088,0.72,0.2209
model-1664226906,1664226932.898,0.62,0.221,0.69,0.207
model-1664226906,1664226932.915,0.68,0.2053,0.66,0.2165
model-1664226906,1664226932.932,0.62,0.2277,0.59,0.2261
model-1664226906,1664226932.949,0.66,0.2226,0.62,0.2387
model-1664226906,1664226932.966,0.63,0.2209,0.62,0.22
model-1664226906,1664226932.983,0.62,0.2305,0.59,0.2387
model-1664226906,1664226932.999,0.65,0.2273,0.66,0.1984
model-1664226906,1664226933.015,0.7,0.2178,0.69,0.2092
model-1664226906,1664226933.033,0.65,0.209,0.47,0.2865
model-1664226906,1664226933.048,0.68,0.1972,0.62,0.2298
model-1664226906,1664226933.064,0.7,0.2173,0.53,0.2725
model-1664226906,1664226933.08,0.64,0.2245,0.69,0.2148
model-1664226906,1664226933.095,0.73,0.2089,0.56,0.2327
model-1664226906,1664226933.111,0.74,0.204,0.62,0.212
model-1664226906,1664226933.129,0.64,0.2141,0.72,0.1985
model-1664226906,1664226933.144,0.56,0.2549,0.75,0.1728
model-1664226906,1664226933.16,0.64,0.2253,0.81,0.1855
model-1664226906,1664226933.176,0.69,0.193,0.72,0.1582
model-1664226906,1664226933.191,0.65,0.2117,0.69,0.2123
model-1664226906,1664226933.207,0.67,0.2107,0.69,0.1918
model-1664226906,1664226933.223,0.7,0.2104,0.69,0.1959
model-1664226906,1664226933.239,0.73,0.184,0.75,0.1842
model-1664226906,1664226933.256,0.73,0.1958,0.75,0.1752
model-1664226906,1664226933.272,0.74,0.1759,0.75,0.1808
model-1664226906,1664226933.288,0.68,0.213,0.69,0.2124
model-1664226906,1664226933.304,0.63,0.2285,0.59,0.2115
model-1664226906,1664226933.32,0.7,0.1948,0.72,0.239
model-1664226906,1664226933.335,0.68,0.1968,0.56,0.2189
model-1664226906,1664226933.353,0.75,0.1889,0.62,0.2145
model-1664226906,1664226933.369,0.61,0.2411,0.69,0.2334
model-1664226906,1664226933.385,0.69,0.1885,0.75,0.1929
model-1664226906,1664226933.401,0.76,0.1665,0.59,0.256
model-1664226906,1664226933.417,0.65,0.2148,0.78,0.1436
model-1664226906,1664226933.433,0.65,0.2141,0.66,0.2483
model-1664226906,1664226933.449,0.67,0.2096,0.72,0.172
model-1664226906,1664226933.466,0.76,0.187,0.72,0.1793
model-1664226906,1664226933.482,0.67,0.2126,0.66,0.2051
model-1664226906,1664226933.498,0.64,0.2227,0.56,0.2034
model-1664226906,1664226933.514,0.61,0.2324,0.69,0.1807
model-1664226906,1664226933.529,0.67,0.1997,0.59,0.1994
